Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2021,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,6.5,6.5,,,4.2,9.9,27,2533,Disability Type,Vision Disability,,,DISEST,RACEIND,20,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2021,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,43.4,43.4,,,32.7,54.6,105,50468,Disability Status,Any Disability,,,DISEST,RACEIND,82,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2021,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,14.8,14.8,,,11.8,18.3,178,81222,Disability Type,Cognitive Disability,,,DISEST,VETIND,53,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2021,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,22,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2021,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,9,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2021,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,18.4,18.4,,,15.3,21.9,170,562958,Disability Type,Mobility Disability,,,DISEST,AGEIND,17,AGE02,PREV,DISTYPE,MOBDIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,12.8,12.8,,,11.6,14.2,495,908402,Disability Type,Cognitive Disability,,,DISEST,VETIND,37,VET2,AGEADJPREV,DISTYPE,COGDIS,,
2021,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,10,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
2021,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,26.7,26.7,,,25.5,28,2667,911243,Disability Status,Any Disability,,,DISEST,AGEIND,89,AGE02,PREV,DISSTAT,DISABL,,
2021,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.7,4.7,,,3.3,6.7,40,6284,Disability Type,Self-care Disability,,,DISEST,AGEIND,11,AGE02,PREV,DISTYPE,SELFDIS,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,27.9,27.9,,,23.5,32.8,349,23436,Disability Status,Any Disability,,,DISEST,VETIND,38,VET1,AGEADJPREV,DISSTAT,DISABL,,
2021,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,15.7,15.7,,,10.8,22.4,73,41840,Disability Type,Cognitive Disability,,,DISEST,RACEIND,21,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2021,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,9.1,9.1,,,6.7,12.3,133,30056,Disability Type,Mobility Disability,,,DISEST,VETIND,9,VET1,AGEADJPREV,DISTYPE,MOBDIS,,
2021,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,50,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,15.5,15.5,,,14.2,17,686,177973,Disability Type,Cognitive Disability,,,DISEST,SEXIND,49,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,6.7,6.7,,,6,7.5,525,36778,Disability Type,Hearing Disability,,,DISEST,VETIND,38,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2021,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,46,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2021,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,8.3,8.3,,,5.3,12.7,26,6183,Disability Type,Hearing Disability,,,DISEST,RACEIND,18,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,20.2,20.2,,,17.4,23.3,268,373813,Disability Type,Hearing Disability,,,DISEST,AGEIND,37,AGE03,PREV,DISTYPE,HEARDIS,,
2021,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,6.9,6.9,,,4.2,11.1,26,17618,Disability Type,Vision Disability,,,DISEST,RACEIND,18,RACE03,AGEADJPREV,DISTYPE,VISDIS,,
2021,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,21.5,21.5,,,19.7,23.6,846,285471,Disability Status,Any Disability,,,DISEST,SEXIND,9,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.1,4.1,,,3.1,5.4,112,89510,Disability Type,Self-care Disability,,,DISEST,SEXIND,1,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2021,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,12.4,12.4,,,9.5,16,67,152095,Disability Type,Mobility Disability,,,DISEST,RACEIND,36,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7,7,,,5.4,9,106,128702,Disability Type,Vision Disability,,,DISEST,AGEIND,37,AGE03,PREV,DISTYPE,VISDIS,,
2021,VI,U.S. Virgin Islands,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,SEXIND,78,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,71.6,71.6,,,67.3,75.5,528,715204,Disability Status,No Disability,,,DISEST,RACEIND,39,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2021,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,82,82,,,80.4,83.5,3550,554161,Disability Status,No Disability,,,DISEST,AGEIND,31,AGE01,PREV,DISSTAT,NODIS,,
2021,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,16.3,16.3,,,11,23.5,37,14811,Disability Type,Cognitive Disability,,,DISEST,RACEIND,4,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2021,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,4,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2021,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,12.1,12.1,,,10.9,13.3,624,1062476,Disability Type,Cognitive Disability,,,DISEST,VETIND,42,VET2,AGEADJPREV,DISTYPE,COGDIS,,
2021,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,7.5,7.5,,,6.8,8.2,1828,478198,Disability Type,Independent Living Disability,,,DISEST,SEXIND,80,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,7.6,7.6,,,6.9,8.5,1236,334516,Disability Type,Hearing Disability,,,DISEST,RACEIND,29,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,12.2,12.2,,,9.7,15.3,181,122768,Disability Type,Mobility Disability,,,DISEST,VETIND,26,VET1,AGEADJPREV,DISTYPE,MOBDIS,,
2021,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,22,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2021,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,VETIND,11,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2021,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,59.8,59.8,,,52.2,67,362,200912,Disability Status,No Disability,,,DISEST,RACEIND,88,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,46.9,46.9,,,43.5,50.4,656,862342,Disability Status,Any Disability,,,DISEST,AGEIND,37,AGE03,PREV,DISSTAT,DISABL,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,6.1,6.1,,,4.6,8.1,92,113093,Disability Type,Self-care Disability,,,DISEST,AGEIND,37,AGE03,PREV,DISTYPE,SELFDIS,,
2021,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,17.4,17.4,,,12.8,23.2,133,52817,Disability Type,Mobility Disability,,,DISEST,RACEIND,84,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2021,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,6.1,6.1,,,5,7.4,245,927854,Disability Type,Hearing Disability,,,DISEST,RACEIND,6,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2021,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.8,1.8,,,1,3.1,26,6858,Disability Type,Hearing Disability,,,DISEST,AGEIND,44,AGE01,PREV,DISTYPE,HEARDIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,29.9,29.9,,,26.7,33.4,424,552779,Disability Type,Mobility Disability,,,DISEST,AGEIND,37,AGE03,PREV,DISTYPE,MOBDIS,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,26,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2021,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,21.6,21.6,,,17.7,26,155,112135,Disability Type,Mobility Disability,,,DISEST,RACEIND,25,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2021,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,20,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,1,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2021,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.5,3.5,,,2.7,4.5,150,135450,Disability Type,Self-care Disability,,,DISEST,SEXIND,13,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,29,RACE07,AGEADJPREV,DISTYPE,VISDIS,,
2021,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.9,8.9,,,8,9.8,715,273854,Disability Type,Mobility Disability,,,DISEST,SEXIND,53,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2021,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,5.4,5.4,,,3.3,8.6,90,7378,Disability Type,Independent Living Disability,,,DISEST,VETIND,31,VET1,AGEADJPREV,DISTYPE,INDDIS,,
2021,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,23,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2021,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,51,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2021,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,78.3,78.3,,,76.2,80.3,2345,992234,Disability Status,No Disability,,,DISEST,RACEIND,24,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2021,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,58.8,58.8,,,54.7,62.8,849,329480,Disability Status,No Disability,,,DISEST,RACEIND,84,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2021,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,15.8,15.8,,,9.2,25.9,18,14124,Disability Type,Mobility Disability,,,DISEST,RACEIND,48,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2021,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,VETIND,17,VET1,AGEADJPREV,DISTYPE,SELFDIS,,
2021,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,6.4,6.4,,,3.7,10.8,46,38454,Disability Type,Independent Living Disability,,,DISEST,VETIND,34,VET1,AGEADJPREV,DISTYPE,INDDIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,11.3,11.3,,,9,14,156,207398,Disability Type,Independent Living Disability,,,DISEST,AGEIND,37,AGE03,PREV,DISTYPE,INDDIS,,
2021,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,51,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,6.3,6.3,,,4.9,8.1,92,77443,Disability Type,Vision Disability,,,DISEST,AGEIND,1,AGE02,PREV,DISTYPE,VISDIS,,
2021,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,8.5,8.5,,,4.8,14.7,14,8384,Disability Type,Hearing Disability,,,DISEST,RACEIND,41,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2021,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,17.9,17.9,,,14.5,22,172,41340,Disability Type,Mobility Disability,,,DISEST,RACEIND,89,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2021,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,56,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2021,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.7,8.7,,,7.9,9.5,882,68143,Disability Type,Hearing Disability,,,DISEST,SEXIND,31,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2021,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,4.1,4.1,,,3.5,4.8,985,684636,Disability Type,Self-care Disability,,,DISEST,RACEIND,85,RACE01,AGEADJPREV,DISTYPE,SELFDIS,,
2021,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,8.8,8.8,,,7.9,9.7,722,137478,Disability Type,Hearing Disability,,,DISEST,RACEIND,54,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,53.1,53.1,,,49.6,56.5,778,974602,Disability Status,No Disability,,,DISEST,AGEIND,37,AGE03,PREV,DISSTAT,NODIS,,
2021,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,69.7,69.7,,,56,80.7,63,20108,Disability Status,No Disability,,,DISEST,RACEIND,87,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2021,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.9,6.9,,,4.2,10.9,42,3707,Disability Type,Independent Living Disability,,,DISEST,SEXIND,66,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2021,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.2,3.2,,,2.6,4.1,141,117926,Disability Type,Self-care Disability,,,DISEST,SEXIND,34,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2021,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,60.2,60.2,,,51.3,68.4,106,9501,Disability Status,No Disability,,,DISEST,RACEIND,30,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2021,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,11.5,11.5,,,9.2,14.1,256,60308,Disability Type,Mobility Disability,,,DISEST,VETIND,27,VET1,AGEADJPREV,DISTYPE,MOBDIS,,
2021,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,28.7,28.7,,,27,30.5,2151,1933805,Disability Status,Any Disability,,,DISEST,VETIND,13,VET2,AGEADJPREV,DISSTAT,DISABL,,
2021,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,5.7,5.7,,,4.8,6.7,281,175065,Disability Type,Self-care Disability,,,DISEST,RACEIND,72,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2021,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,16,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2021,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,2.6,2.6,,,1.7,4,29,10783,Disability Type,Self-care Disability,,,DISEST,RACEIND,24,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2021,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,3.3,3.3,,,2,5.3,38,5247,Disability Type,Self-care Disability,,,DISEST,VETIND,33,VET1,AGEADJPREV,DISTYPE,SELFDIS,,
2021,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.5,2.5,,,1.9,3.3,230,16202,Disability Type,Vision Disability,,,DISEST,RACEIND,46,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2021,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,4.1,4.1,,,3.8,4.4,1972,403942,Disability Type,Vision Disability,,,DISEST,VETIND,86,VET2,AGEADJPREV,DISTYPE,VISDIS,,
2021,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.2,3.2,,,2.7,3.8,169,61010,Disability Type,Mobility Disability,,,DISEST,AGEIND,27,AGE01,PREV,DISTYPE,MOBDIS,,
2021,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,73.4,73.4,,,69.8,76.8,651,721069,Disability Status,No Disability,,,DISEST,AGEIND,5,AGE01,PREV,DISSTAT,NODIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,10.4,10.4,,,6.4,16.5,21,17892,Disability Type,Mobility Disability,,,DISEST,RACEIND,37,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2021,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.4,4.4,,,3.5,5.5,176,86510,Disability Type,Self-care Disability,,,DISEST,SEXIND,21,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,15.4,15.4,,,13.7,17.2,351,497200,Disability Type,Cognitive Disability,,,DISEST,AGEIND,26,AGE01,PREV,DISTYPE,COGDIS,,
2021,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,6.7,6.7,,,5.3,8.3,121,96730,Disability Type,Vision Disability,,,DISEST,RACEIND,4,RACE03,AGEADJPREV,DISTYPE,VISDIS,,
2021,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,14.2,14.2,,,12.3,16.2,524,1474692,Disability Type,Cognitive Disability,,,DISEST,AGEIND,48,AGE01,PREV,DISTYPE,COGDIS,,
2021,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.5,5.5,,,4.6,6.5,293,41284,Disability Type,Independent Living Disability,,,DISEST,RACEIND,30,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2021,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,13.1,13.1,,,12.4,13.9,5226,3739528,Disability Type,Mobility Disability,,,DISEST,VETIND,85,VET2,AGEADJPREV,DISTYPE,MOBDIS,,
2021,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,24.4,24.4,,,23,25.9,2227,188494,Disability Status,Any Disability,,,DISEST,SEXIND,31,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2021,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,4.3,4.3,,,2.6,7,79,11690,Disability Type,Vision Disability,,,DISEST,RACEIND,88,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2021,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,11,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
